"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"711","adidas women's adilette","very comfortable and lightweight","trini girl","i absolutely love these sandals they are very comfortable and very lightweight they fit loose but not loose to where they are falling off your feet or where they will fall off your feet i have narrow feet and they fit fine even though they seem to be for folk who have wide feet i ordered my normal size of  and it fits perfect not one issue or too big or too small i have high arches so flat shoes tend to cause me some issues sometimes but these give me support",2021-05-02,4,"verified purchase"
"712","adidas women's adilette","def made for wider feet","ashley","the media could not be loaded                                                                        loved them super authentic i went with my normal size in womens  people in the reviews were saying to go down a size of you have narrow feet well i do believe thats true the sandal is def made for ppl with wider feet but it didnt make a difference in the sizing for me it still fit well  my toes were t hanging out in the front  neither was the back so i had no problem my net purchase will be a  just to see if it makes a slight difference i dont think it matters tho",2020-09-02,5,"verified purchase"
"713","adidas women's adilette","buy them","kimberly segovia","so i have a trip to disneyland and i wanted sandles to switch into that are going to be light weight and comfortable to walk around  i have gout among other medical conditions and these are truly the softest sandals ive owned  im sure my feet wont tire out as fast with these ",2022-04-11,5,"verified purchase"
"714","adidas women's adilette","driver leaves everything close to the edge of my steps please put package next to house front door","j berkeyheiser","the shoes are very they fit my wife very well and well liked the packaging was fine the type of material on the bottom of the shoe could be softer rubber this material thats on there is plastic and slides easily on the floor but still usable thank you very much the drivers need to go  step further and put the packages next to the house in a container or in back of a pillar so it can be seen easily by passerbys thank you",2021-07-01,5,"verified purchase"
"715","adidas women's adilette","comfortable stylish but wide","fontaine","these are nice and comfy they are cheaper than the nike tanjun sandals but dont fit as snug i have a narrow foot so they are a bit wide on me compared to most sandals i like the look of them i also enjoy that they make my feet look shorter than they really are i dont feel like i can job in them or do other sporty type activities in these due to their width and looseness like i can with my nikes  but i do still like their style and comfort",2020-08-02,5,"verified purchase"
"716","adidas women's adilette","perfect fit","ana","per reviews i was iffy about getting my go to size  i am size  in pointed boots or heels per some reviews it recommended even up to  sizes smaller but being that i am in between  to  i took chances on the  and they fit perfect",2022-05-29,4,"verified purchase"
"717","adidas women's adilette","cute and comfy","pz","needed something comfy and cute for walking around on a trip to puerto rico these were so comfortable and held up nicely to walking on cobblestone streets on the beach and through a rather muddy yard at the air bnb the sand and dirt didnt even stain the white im an  and ordered both an  and  the  was pushing it a little length wise my heel was right at the end the  was way too big i kept the  wish they had half sizes but overall very satisfied with these sandals",2021-01-28,5,"verified purchase"
"718","adidas women's adilette","most comfy slide ever","pz","im not usually a slide person but these are the cutest and most comfortable slide ive ever had i loved them so much i sent a pair to each of my daughters they wear well rain or shine and look great this ones a winner",2022-06-20,5,"verified purchase"
"719","adidas women's adilette","these are the best ","linda g","i ordered these in black for my  yr old son who is special needs because he cant wear regular slides i just have to say thank you adidas for making a shoesandal thats durable and easy for my son to wear and keep on during the summer or hot days these are perfect for him  or anyone looking for a comfortable and sporty sandal ",2021-08-23,5,"verified purchase"
"720","adidas women's adilette","love them","amanda","comfortable just dont put lotion or oil on the bottom of your feet your feet will slide but that goes away after the cream dries and  not so wide foot friendly but once you wear them all day next wear they will be comfy got too many compliments last saturday  at our  year old birthday party",2021-03-24,5,"verified purchase"
"721","adidas women's adilette","super adorable and comfortable","jesucena m ruiz","im so happy that i received these sandals they are so adorable and comfy to wear the only thing bad about it is that if you sweat from your feet itll feel weird and slippery but im so okay with that i will say that i had ordered a size  but when i saw the shoe box it was a size  im just surprised they still fit they literally fit me perfectly and im kinda shocked i have a feeling if i would of actually gotten the size  it would be big so i am happy with this little accident ",2020-08-06,4,"verified purchase"
"722","adidas women's adilette","great support and light weight","jesucena m ruiz","i was searching for the perfect cute sandals for a theme park trip and came about these cute adidas sandals upon reading the reviews i was ecstatic to see that most people mentioned it is light weight and an individual can walk for hours in the sandalsi purchased and tried them on and they are like butter do you hear me i love love love these sandals",2021-07-10,5,"verified purchase"
"723","adidas women's adilette","very cute","sunrise darling","i love these sandals ive gotten numerous compliments so i ordered two more pair",2022-12-16,5,"verified purchase"
"724","adidas women's adilette"," for comfort","bessilita f","let my start off by saying that they are very comfortable they do look a little cheap for what the cost is super easy to clean dry quickly i would buy your regular size unless youre a half size ex if you are   would be a good fit im an  and decided to get a  they fit perfect with no room i would rather some wiggle room its about preference i guess overall comfortable shoe and go with your size",2020-06-20,5,"verified purchase"
"725","adidas women's adilette","order a size up","jay g","my daughter absolutely loved them until she tried them on i ordered a half size up thinking they would fit according to the reviews you will definitely need to go up a full size if you want extra room try a full size and a half had to return them for a credit to my account due to the needed size being unavailable will definitely order these again in multiple colors if her size becomes available",2020-07-15,5,"verified purchase"
"726","adidas women's adilette","size down","mm","highly recommend these shoes ive been looking for a pair of sandals thats lightweight but also super comfortable  supportive  these are all of the above theyre super affordable  im getting one in every color lol i do recommend sizing down though all of the reviews are right im usually a size  but ordered a size  in these  they fit perfectly will order again",2021-05-02,4,"verified purchase"
"727","adidas women's adilette","comfortable","kara cheatham","love these one of the best part of my trip to the caribbean so comfortable use as water shoes also i will definitely buy for my two girls and another for myself i wanted to wear it everyday best  ive spent in a long time",2022-01-22,4,"verified purchase"
"728","adidas women's adilette","run big","mrsbrown","love the sandals however there are a few white scuffs on the straps oh well i am happy that i ordered a  and an  though i wear a size  in nike athletic shoes but saw many reviews saying the sandals run big which they do left foot shows the size  and right foot shows size   fits perfect  was really big overall i recommend sizing down",2021-02-17,5,"verified purchase"
"729","adidas women's adilette","no half sizing","mrsbrown","these sandals are super cute and comfortable  i unfortunately had to return them  i am a true  womens shoe  a  would be too small so i ordered the   there is a tool break and it did not sit well with my feet as the were too large  the sole was very soft and the straps were squishy  if they came in half sizes i would have kept them  cute trend sandal",2020-04-27,5,"verified purchase"
"730","adidas women's adilette","be careful of sizing","vanessa warner","i read other reviews and i originally got my normal size  but that was way too small i have long narrow feet so if you do too size up otherwise these are very comfy cute shoes i wore them while painting my house one day and they were very comfortable and clean up easily",2021-09-21,5,"verified purchase"
"731","adidas women's adilette","absolutely love these shoes","janice holden","i have peripheral neuropathy which causes my feet to be very sore these shoes are a lifesaver first of all they have a back strap which helps keep them on my feet since my toes are numb yes i really miss wearing my flipflopssecondly they give me arch support they are easily cleaned i have received many compliments on them",2021-06-24,4,"verified purchase"
"732","adidas women's adilette","super cute","jeremy darby","i am happy with how light these sandals are i dont think they run large personally i am usually a  to  and per the reviews people commented to size down i ordered a size  and they are perfect as in i should probably have ordered an  i am keeping the  because they arent too small just for those ordering i think your normal size will be fine",2021-01-13,5,"verified purchase"
"733","adidas women's adilette","great working sandel","kindle customer","i got these for my daughter who loves them she goes though at leastpair a year and im hoping to get more than  season",2022-05-30,5,"verified purchase"
"734","adidas women's adilette","love them","kathryn","i love these sandals i can dress them down or up wore them to the river and through some walking trails they wash off very easily",2022-05-23,5,"verified purchase"
"735","adidas women's adilette","best sandals","mayra gil","the best sandals you can have while pregnant they are very comfortable and easy to clean i wear them everywhere specially now that i have swollen feet and can adjust the strap im usually a size  but from previous reviews decided to go size  fit alittle tight at first but will adjust after the first use",2021-07-06,5,"verified purchase"
"736","adidas women's adilette","cute perfect for summercasual outfits","ms","i was sold on these when i saw all the beautiful pics everyone posted for size reference i wear a y  in womensneakers and sometimes even  or  in sandals depending on style i went with my gut and ordered a  in these and they fit perfect theyre very comfortable and the the material with the logo is soft so it does not rub against the skin great purchase they look so cute on love the contrast with the white and black for half size id say order down",2020-06-11,5,"verified purchase"
"737","adidas women's adilette","love these","bethany","first of all  it fit perfectly im always skeptical about ordering online for this reason but these did not disappoint at all such a good price for an awesome pair of shoes super super cute  super comfy  im seriously gonna see if i can find other colors in this shoe cuz i love it so much",2021-06-13,5,"verified purchase"
"738","adidas women's adilette","very comfortable","truth reviewer","very lightweight and comfortable but a little wide at the toes for my narrow foot i wear a size  and ordered a size  which lengthwise fit i do recommend them",2021-05-23,5,"verified purchase"
"739","adidas women's adilette","light weight cute very comfortable","lauren","these are actually my fav pair of shoes and i have a lot of shoes i actually bought them for camping because i needed some shoes to wear in the water where theres a lot of rocks but i wear them all the time now they are super lightweight easy to clean and really cute not to mention theyre very comfortable i feel like they are really good quality for the price i definitely recommend",2020-06-13,4,"verified purchase"
"740","adidas women's adilette","medical shoe","jackie","initially i thought they were super cute but when i put them on the looked like a medical shoe you put in a broken foot they are comfortable but just look huge",2023-07-18,5,"verified purchase"
"741","adidas women's adilette","cute beach sandal","gigi b","true to size  cute sandal perfect for the beach and for travel because they are so light easy to pack and u can get them weti like these better than wearing slides i feel they are more practical  i wish adidas made these with a black footbed and sole for a monochromatic look",2020-08-08,4,"verified purchase"
"742","adidas women's adilette","super light weight","gigi b","these sandals are super comfy and lightweight they look exactly like the picture got so many compliments on them as well",2022-06-17,4,"verified purchase"
"743","adidas women's adilette","so cute pretty comfy","erica","these are so cute and comfy but they gave me a blister first time wearing  i have wide feet havent tried them again yet but theyre a great shoe for the price",2021-06-24,4,"verified purchase"
"744","adidas women's adilette","size down walk on a cloud","hannah turner","these feel like walking on clouds super light weight but comfortable and supportive i wear a true size  and i ordered a  after reading reviews about sizing down and they are a perfect fit roomy supportive and stylish i have been wearing these with shorts and jeans both theyre really versatile i might order another pair just because i love them that much these would be perfect for wearing if you were doing a lot of waking",2020-08-05,5,"verified purchase"
"745","adidas women's adilette","not for flat feet but get them anyways lol","kn","very cute i wanted these since last year and i got them to wear to six flags and girl  my feet was huuuurtin sis  bt i am also flat footed which couldve been the main problem bt w the soles bein a little firm and flat  wasnt helpin my flat feet  but if u have normal ppl feet lol get em  i do love them  they jus not for flat footed ppl  theyre not tight  true to size and they go w everything ",2021-05-25,4,"verified purchase"
"746","adidas women's adilette","love them","kn","love them they are cute comfortable and match with everything shipping was fast",2022-09-26,5,"verified purchase"
"747","adidas women's adilette","comfortable","bria b","love the fact they feel like i have nothing on my feet but give me enough support so that i can walk for hours",2022-03-30,5,"verified purchase"
"748","adidas women's adilette","so comfortable","koko","these are so comfortable i can wear them all day they have a little bit of arch which makes it easy on my feet",2022-03-29,3,"verified purchase"
"749","adidas women's adilette","very cute","jenell finley","a little slippery due to smoothness other than that i love them and get compliments on them frequently  this review is after a week of wear",2021-04-16,5,"verified purchase"
"750","adidas women's adilette","run big but cute and stylish","cheri casarez","okay guyss i was so excited about these sandals bc summer is approaching and they met my expectations theyre really cute my boyfriend was complimenting me all day on them theyre light weight but feel secure they are a little big bc i usually wear a size w  but i know adidas run big so i went a size down and im glad they just fit not too big not too small a size  worked for me",2020-05-27,5,"verified purchase"
"751","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfy","amazon customer","love it bought my nd pair",2022-10-04,4,"verified purchase"
"752","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","support","heather","this sandal definitely has great support easy to clean and a soft on your feet",2023-11-16,5,"verified purchase"
"753","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","muy grande","minela gonzalez","es una bonita sandalia pero demasiado grande tuve que devolverla y comprar una ms pequea",2021-02-19,5,"verified purchase"
"754","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","they say their our exact fit","rafael martinez","i enjoy them",2020-10-28,3,"verified purchase"
"755","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us"," our second pair as my yo loves them and easy to put on and very comfortable","lorraine","this is our second pair as my yo loves them and easy to put on and very comfortable we are always complimented on them easy to take as a spare pair after dancing or gym to just slide on with ease no worries of laces and straps love them",2017-02-10,5,"verified purchase"
"756","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very comfortable","dami","i am very happy as they have been a really helpful companion in my daily activities easy to walk with them recommended",2023-05-30,5,"verified purchase"
"757","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","nice shoes","maria zajaczkowska","great looking shoevery comfy and cushybottom absorbs water so its great if you get a case of sweaty feetjust worried about bacteria growth inside the solei wouldnt recommend using it for wet environments like shower or poolmore of a walking slipper",2019-12-05,4,"verified purchase"
"758","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","addidias","john s","love them like walking on a cloud",2023-12-10,4,"verified purchase"
"759","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","super cute","j wells","granddaughter had to have these and she does love them little loose on her but she has a skinny narrow foot very cute and all that for tweens and teens",2018-04-29,5,"verified purchase"
"760","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","price","amazon customer","love these i have small feet so fit into childrens shoes these were such a good deal very comfortable as well",2021-11-30,5,"verified purchase"
"761","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","confort","andrey bogdanov","very comfortable",2020-12-08,4,"verified purchase"
"762","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","size run bigger","amazon customer","a bit big but i like it",2019-12-12,5,"verified purchase"
"763","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very comfy","k halpin","my new slippers for the house  sooooo comfortable",2019-09-11,5,"verified purchase"
"764","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","perfect","crazyu","very soft and comfortable slipper i will buy it again",2022-02-13,5,"verified purchase"
"765","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfort","minhee so","comfort",2020-12-05,5,"verified purchase"
"766","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very comfortable","jah","my daughter loves these slides theyreally extra comfy fits as expected and a great price too i would recommend purchasing",2018-06-12,5,"verified purchase"
"767","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","great","crystal","so comfortable",2018-11-18,5,"verified purchase"
"768","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","high quality product comfortable would definitely recommend","jimbo","high quality product comfortable would definitely recommend",2017-05-26,5,"verified purchase"
"769","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","cute and stylish","alie","bought these for my daughter she absolutely loves them my only complaint and again they are for my yearold daughter is there is quite a bit of wear on them already and they have only been worn a few times",2023-06-13,5,"verified purchase"
"770","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","moana addias sandles","haywood","its like you made the perfect shoe for my daughter she is  and the size  fit perfectly",2023-10-05,4,"verified purchase"
"771","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","gift","janice","gift for my  year old grand daughter she loves them",2023-08-15,4,"verified purchase"
"772","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","cute and comfy","now do i","i love the glitter detail and the fact that theyre actually comfortable this is coming from a woman with small but wide feet",2023-07-04,5,"verified purchase"
"773","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","love these","kim g","my  yr old daughter loves these flip flops great color and comfortable",2023-07-04,5,"verified purchase"
"774","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfortable","kindle customer","great cushion for a slide",2023-07-16,5,"verified purchase"
"775","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","my kids loves them","javier s anaya","these are the only style of sandals my son will wear this is his rd set over the last few years they fit great and he says they are very comfortable to wear",2023-04-22,5,"verified purchase"
"776","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfiest shoes ever","christina","im a size  in womens shoes and got the big kids size  they fit perfect and are soooooo comfortable  recommend ill be buying more",2023-05-13,5,"verified purchase"
"777","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","great","wendy hill","great price and delivery time was fast adidas is the best",2023-06-16,5,"verified purchase"
"778","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","perfect","lizzo","i love themperfect",2023-07-07,5,"verified purchase"
"779","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfy","sensibleshopper","so much so that i bought  for myself and family  it runs large  size  kids  women   size   women ",2023-04-18,5,"verified purchase"
"780","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","big hit","a torres","my  year old wears a  in boys nike tennis shoes and after reading reviews i was really torn on what size to get the  or  i know these are mens shoes so i wasnt really sure what to expect fit wise i ended up getting the size  and they are about an inch too long on himbut he wants to wear them anyways the s would fit perfectly i got them on a great sale under  and they were definitely worth the priceanyways we got the red white and gray ones and the color was spot on to the photo my son said they are super squishy and comfortablewe havent had them very long so will have to wait and see how they hold up over summernote i also tried the shoe on just to see if i could get my foot into it i wear a  in womens i could get it on but it was a little snug across the top if i sized up to a  it would fit much better",2020-04-30,5,"verified purchase"
"781","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","perfect","rickypbaby","they were true to size very comfortable with adjustable strap and the color just pops i will definitely get another pair",2023-05-12,4,"verified purchase"
"782","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfort foam","shortie","kickin it at the house slides i have multiple colors the memory foam is nice on my feet after wearing boots all day long",2023-04-25,5,"verified purchase"
"783","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","a bit narrow","zeid ghokahsaw","very comfortable you can feel the quality of the material the size of it was a bit off when ordering a bigger size it not only the length height and width should be considered",2022-12-06,5,"verified purchase"
"784","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very comfortable  boys may not like","sundar","very comfortable my son didnt like glitter  didnt want to return  using permanent marker seems to be fine right with permanent marker and left not done completely  looks good now without glitter son started wearing",2022-10-01,4,"verified purchase"
"785","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","theyre on the roomy side","sundar","i wish they were a little more snugtheyre probably made more for people who use m medium or w wide shoes",2022-12-16,4,"verified purchase"
"786","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","unreliable seller adidas","ramiro perez","packaging was terrible and all messed up by the time it arrived and they sent the wrong style completely different from the one i ordered now itll take  more weeks for the correct one to arrive",2023-10-16,4,"verified purchase"
"787","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","super cute","kellygrace","she wears them everywhere so cute and sparkly  good price and she says they are super comfy",2023-01-20,4,"verified purchase"
"788","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfortable","brittany stepan","comfortable and not made of the cloth that will stink up in a week",2023-03-19,2,"verified purchase"
"789","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","great for flat footed and funky feet","johnny","i love the fit and arch support",2023-03-14,5,"verified purchase"
"790","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very comfy","sally","i have had these for about a month now i bought them to wear as shower shoes at the gym surprisingly they are extremely comfortable i wear them all the time now great for summer id say they are even more comfortable than the under armor cushioned slides i used to own for years i would buy these again",2022-05-29,5,"verified purchase"
"791","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfiest slides ever","ceara","seriously these are ridiculously comfortable im a womens size  and got the kids  womens  and they fit great  slightly big cant beat the price and super cute too",2022-11-20,4,"verified purchase"
"792","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","quality","peter","excelent",2023-05-10,5,"verified purchase"
"793","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","the best slides","sharon martin","i didnt realize how comfortable these are its like walking on clouds if brooks running shoes made a slide i imagine these would be how they would feel great product will buy again",2023-01-17,5,"verified purchase"
"794","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","about a half a size bigger than i expected but gives room for comfort","dave",NA,2023-03-28,5,"verified purchase"
"795","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very soft","dave","very soft shoe",2023-03-23,5,"verified purchase"
"796","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","she loves them","bronna greer","i surprised my girl with these bc everybody in the house always be stealing hers and streaching them out these you can snap for comfort ive always loved adidas slides",2022-11-04,5,"verified purchase"
"797","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","very comfortable","melita freytag","these slides are so comfortable you can wear them anywhere  the cushioned bottom helps the pain in my heels  the glitter along the stripes adds a cute touch i woulddefinitely buy this again",2022-09-08,5,"verified purchase"
"798","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","softer than prior slides ive owned","al v","i ordered the size of my casualdress shoes  or the size i use for running shoes  to a full size larger  they fit perfectlythey are much softer less stiff than slides ive owned in the past  not sure if this is important but i thought it was worth pointing out  they are light and quite comfortable  i use them as house slippers during warmer months",2021-06-22,5,"verified purchase"
"799","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfy but","jasmine t baer","very comfortable they run large but also wide my foot tends to slip to the side in these and sort of twists  i have a ton of adidas slides none have this issue for me",2022-11-14,5,"verified purchase"
"800","adidas men's adilette comfort slide sandals, core black/cloud white/cloud white, 4 us","comfy ","helen s","i love these im a womens sz  and i bought the big kids  they fit perfect super comfy  actually fit better than the womens  that i bought those run big the kids size is smaller over the top of the foot so they dont slide off my feet like the womens does buy them you wont regret",2021-06-28,5,"verified purchase"
"801","adidas women's adilette clogs slide sandal","very poor quality","nilesh koli","the media could not be loaded                                                                                    sticking opend in just  months",2021-12-15,4,"verified purchase"
"802","adidas women's adilette clogs slide sandal","not comfortable","nilesh koli","adidas has multiple kinds of slides and its really hard to tell which is which these are the hard plastic ones that are uncomfortable",2024-01-17,1,"verified purchase"
"803","adidas women's adilette clogs slide sandal","mega bequem","aeb","super gemtlich mega weich definitiv besser zu tragen als normale adiletten keine anderen mehr ",2021-04-25,1,"verified purchase"
"804","adidas women's adilette clogs slide sandal","muy buenos","manuel","llegaron rpido y estn igual que en la foto",2021-01-14,2,"verified purchase"
"805","adidas women's adilette clogs slide sandal","me encantaron","sofa alejandra","me encantaron solo que me quedaron un poco grandes",2019-07-01,5,"verified purchase"
"806","adidas women's adilette clogs slide sandal","comodas","ariadna r","ya tenia unas y estaba encantada con ellas la suela es muy blanditaera un regalo una pena que me equivocase de talla",2021-08-19,5,"verified purchase"
"807","adidas women's adilette clogs slide sandal","taille trs bien","ana","produit conforme  la description que ce soit la taille ou lesthtique trs confortable je recommande",2022-02-09,5,"verified purchase"
"808","adidas women's adilette clogs slide sandal","belle e comode","client damazon","ciabatte comodissime suola molto soffice davvero ottime",2022-06-29,4,"verified purchase"
"809","adidas women's adilette clogs slide sandal","ottimo prodotto","massimo ","prodotto top allaltezza del marchio come sempre comode morbide e leggere",2021-07-15,5,"verified purchase"
"810","adidas women's adilette clogs slide sandal","grandson more than happy","massimo ","grandson finds these very comfortable and are the second pair i have bought him he wears them all the time at home and as a  year old he is not careful with them hence the need to replace",2021-10-14,5,"verified purchase"
"811","adidas women's adilette clogs slide sandal","unlike anything you have ever worn","anand k","would have given full score if it had a velcro opening on top",2019-12-26,4,"verified purchase"
"812","adidas women's adilette clogs slide sandal","siempre cmodas","jezabel s","sper cmodas en tamao exacto claro que las vuelvo a comprar",2020-12-17,4,"verified purchase"
"813","adidas women's adilette clogs slide sandal",NA,NA,NA,2024-01-08,5,"verified purchase"
"814","adidas women's adilette clogs slide sandal","size up","mandy lee","if youre going to buy these please size upthey are a great price but are on the small side",2024-01-08,4,"verified purchase"
"815","adidas women's adilette clogs slide sandal","sono molto comodeottimo rapporto qualit prezzo ","gianluca","sono molto comodeottimo rapporto qualit prezzo ",2021-07-08,5,"verified purchase"
"816","adidas women's adilette clogs slide sandal","molto comode peccato un po piccole","fedebru","the media could not be loaded                                                                        belle solide e molto comode se non fosse per la misura forse un po piccolaconsiglio una taglia in pi",2021-11-26,4,"verified purchase"
"817","adidas women's adilette clogs slide sandal","nice product excellent price","rico","excellent quality and price",2023-02-05,4,"verified purchase"
"818","adidas women's adilette clogs slide sandal","ciabatte","dario","comode",2020-09-07,5,"verified purchase"
"819","adidas women's adilette clogs slide sandal","muy cmodas un pisar muy blando","luis hs","estas zapatillas son muy cmodas donde apoya el pie es muy blandito de ah la comodidad compr este tipo de zapatillas tambin de otras dos conocidas marcas y una de ellas la tuve que devolver porque era extremadamente dura muy incomoda la otra me la qued porque era aceptable su comodidad pero estas de adidas han resultado ser las ms cmodas con diferencia adems tras ponrmelas me da la sensacin de que tambin absorben el sudor de la planta del pie como si el material adems de ser bastante blando fuera algo poroso a diferencia de otras que son tan impermeables que acumulan el sudor y la sensacin no termina siendo buena por ahora muy contento con el producto veremos a medio y largo plazo si no se suelta la cinta que sujeta el pie es la nica parte susceptible de fallar con el tiempo si el producto no es de calidad viniendo de adidas confo en que ser de calidad y no tendr problemas",2019-05-16,4,"verified purchase"
"820","adidas women's adilette clogs slide sandal","quality is not good","mani","product quality is very worst",2021-10-06,4,"verified purchase"
"821","adidas women's adilette clogs slide sandal","sehr angenehm weich","quali quanti","super gemtlich trage die als hausschuhe sehr zu empfehlen",2023-07-25,4,"verified purchase"
"822","adidas women's adilette clogs slide sandal",NA,NA,NA,2021-11-29,5,"verified purchase"
"823","adidas women's adilette clogs slide sandal","excelente","andrea","excelente",2024-01-04,5,"verified purchase"
"824","adidas women's adilette clogs slide sandal","claquettes confortables","g c","claquettes de bonne qualit trs confortables un peu chaudes lt",2023-12-28,5,"verified purchase"
"825","adidas women's adilette clogs slide sandal",NA,"love",NA,2022-08-19,4,"verified purchase"
"826","adidas women's adilette clogs slide sandal","agarran bien el pie","carmen","tengo un  de pie pero cuando busqu ests chanclas no vi ese nmero en ningn lado por lo que cog el  me quedan muy bien se adhieren bien al pie y la suela no resbala en superficies mojadas buena compra y buena calidad son muy cmodas aunque los primeros das me hicieron un poco de rozadura",2023-09-05,5,"verified purchase"
"827","adidas women's adilette clogs slide sandal","the size was too big for me","carmen","the slides are nice but runs one size bigger",2021-02-13,5,"verified purchase"
"828","adidas women's adilette clogs slide sandal","they are hard hard","kincy","they look just like the picture but they are so uncomfortable the plastic is terribly hard and made my feet hurt right away",2022-06-03,5,"verified purchase"
"829","adidas women's adilette clogs slide sandal","insanely comfortable","kristine juarez","having had a couple of cheaper pairs in the past there is no comparison between them and these new adidas ones would recommend them ",2021-09-21,4,"verified purchase"
"830","adidas women's adilette clogs slide sandal","carine","chad","carine ed utili non scivolose e comode",2022-09-30,3,"verified purchase"
"831","adidas women's adilette clogs slide sandal","well made but rather stiff rigid materials","montreal","i planned to use them as slippers inside my home but its way too rigid this is for outdoor use but then eh i wouldnt wear that in public space",2023-03-01,4,"verified purchase"
"832","adidas women's adilette clogs slide sandal","good comfort","chandan","just go for it of comfort is your prime choice",2021-08-10,2,"verified purchase"
"833","adidas women's adilette clogs slide sandal","che il numero corrisponde alla reale misura","ciruzzo","perfetta qualit numero giusto e morbida la calzatura",2021-07-26,4,"verified purchase"
"834","adidas women's adilette clogs slide sandal","poor quality product after using for a month sole skin started peeling dont buy this product","anand jha",NA,2021-12-14,5,"verified purchase"
"835","adidas women's adilette clogs slide sandal","comodit top","anand jha","il plantare soft rende questo modello il pi comodo in assoluto  il secondo paio che prendo io primo acquistato su unaltra piattaforma e sono impareggiabili nessunaltra ciabatta anche di altre marche ha la stessa comoditpiccolo difetto almeno io lo reputo tale che ho riscontrato e la fascia che avvolge il piede che risulta un attimino stretta forse con luso quotidiano si allenterdo  stelle solo per questoper il resto prodotto assolutamente consigliato",2022-06-10,1,"verified purchase"
"836","adidas women's adilette clogs slide sandal",NA,"marco s",NA,2021-10-06,1,"verified purchase"
"837","adidas women's adilette clogs slide sandal","sehr gut gemacht aber trotzdem die gre immer falsch"," ","diese flipflops sind so bequem in den fen dass die untere schicht aus sehr zufriedenstellendem schaumstoff besteht der bei der pandemie den ganzen tag hilft das design ist sehr gut ich liebe es sehr gut verarbeitet und aus der oberen schicht genht das hilft ihm lnger zu leben das einzige problem das ich mit diesen adidas flip flops habe ist dass ich bis jetzt ungefhr  bestellt habe und immer eine falsche gre und egal wie gro ich sie genommen habe immer eine falsche ich trage normalerweise  und ich habe  erreicht und immer noch entweder klein oder gro weil es nicht alle gren gibt",2021-05-10,4,"verified purchase"
