"","category","name","reviewer","review","date","ratings"
"74","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Miroslav Nedevski","







  
  
    The Adidas slippers I purchased on Amazon have been a delightful addition to my daily routine. Though a bit pricey, they prove to be worth every penny. The perfect fit for my size adds to the overall comfort. I find myself using them daily around the house or for quick local outings, and they've been a game-changer. What's particularly impressive is how they resist getting dirty easily, maintaining their sleek appearance. Despite the initial cost, the durability, comfort, and style make these Adidas slippers a valuable investment that I'm happy to have made.
  
","Reviewed in the United Kingdom on 20 December 2023","4.1 out of 5 stars"
"75","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Hilary","







  
  
    These Adidas slippers would have been perfect if they had of fitted correctly! They are a lot smaller than they should be! I had ordered a size 10 for my son but they were more like a size 8/9! But other than that they are fine. These are obviously NOT the Brand make of Adidas! So if ordering bear this in mind, and order up in size. They are good value for money if you are looking for a budget slider!
  
","Reviewed in the United Kingdom on 6 February 2024","Previous page"
"76","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Rich","







  
  
    These are lovely to wear. Comfortable and soft soled. The actual slip on is as light as a feather. They are weightless. I'm delighted with them
  
","Reviewed in the United Kingdom on 1 February 2024","Next page"
"77","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Mohammed Hussain","







  
  
    Bought these as a Christmas present for my boyfriend to replace his old ones. They fit him perfectly although appear a lot smaller than his old ones, though appearing quite narrow they still fit his wide feet. They are made of a strong and high quality material which will hopefully last the same time or longer than his old pair which were also Adidas brand and pretty sure he had them for 8+ years. These are definitely great as easy to put on slides in the house and quick trips outside as well. They are fully rubber so also fully waterproof.
  
","Reviewed in the United Kingdom on 10 January 2024","Previous page"
"78","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Smarty","







  
  
    I like the colour I like the design and a comfort but they do come up very narrow. I usually wear size 8 couldn't even get into those. if you plan it to wear them like a flip-flop ie no socks, then one size up will do but if you're planning to wear socks with it as seems to be the fashion at the moment you probably need to go up another size. Beat on mind this is the aqua version.That said even a size up the left is very tight the right is fine. Usually it is the other way around for me. And I checked and has size 9 embossed.
  
","Reviewed in the United Kingdom on 1 November 2023","4.2 out of 5 stars"
"79","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","LEO ","







  
    Son cómodas a pesar de que no son suaves, no pesan y no se resbalan.
  
  
","Reviewed in Mexico on 30 December 2023","4.2 out of 5 stars"
"80","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Maddie","







  
    Muy buenas sandalias de material duro y cómodas solo qué hay que pedir un número más, vienen reducidas.
  
  
","Reviewed in Mexico on 9 July 2023","4.2 out of 5 stars"
"81","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","adidas Men's Adilette Aqua Slipper","







  
  
    order 1 size bigger, usually i wear 11 but had to get 12
  
","Reviewed in the United Kingdom on 18 November 2023","4.1 out of 5 stars"
"82","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Amazon Customer","







  
  
    These are super sliders, good value. Unfortunately size 13 but not wide enough for my husband’s broad feet. However, my grandson is delighted with them!
  
","Reviewed in the United Kingdom on 23 October 2023","Previous page"
"83","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Amazon Customer","







  
  
    Adidas slider sandals: ""Adilette Aqua"" FY8047; SIZE 9UK &US; FR 43; JP 275; CHN 265. Made in Vietnam. New, original, in sealed bag with QR & BAR CODES factory stickers, & ADIDAS Hanger. Sold & delivered by Amazon UK, at a welcome discount. The Mrs & I have had items, such as clothes, (and even a 2016 MICROSOFT 640XL, which still works well for calls & SMS, and calculations) made in Vietnam; and found their quality control high. * A light blue, with white stripes across the instep, which, I realised would suit a neighbour, as they match his Fiat 500 - so I really should show them to him! There is enclosed a long list, on a small card, of 21 activities, which the sandals are suitable for - including walking, cycling, golf, & swimming - but not for bobsleighing, before anyone asks! These are of a strong build quality, & a good fit across the instep; & leave a generous gap of around 3cm, front & rear, which I require as a buffer zone for my toes & heals (my normal size is UK 9.) CONCLUSION: Recommended on quality for the price. If, like myself, you can be a bit clumsy, with a long history of broken crockery and glasses; and I  never want to walk again into an abandoned wooden pallet - in flip flops, - I also recommend your choosing your usual shoe size, as a generous fit, or one size up! ❗ UPDATE: mid-July 2023. I have sunk into the sole of the sandals, as per the shape of my feet. I recently saw a young man  in a park in Nike sliders, who had sunk further into his, than I; likely, he paid a lot more for his! *In comparison, the chunky Mrs has not sunk into her genuine CROCS (See my Review.) They were on offer; and I ordered a pair of unattractive White ones, on price, and minus the badge, but they were waaaay too big, even with socks on. So, I recommend the CROCS, if on offer, and if you order one size up, which worked for her. If on a firm budget, seems only the company name is the difference with the competition. The Mrs is very pleased with her CROCS, so, then, I am not subject to her kicking them off in my direction!
  
","Reviewed in the United Kingdom on 2 July 2023","Next page"
"84","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Miroslav Nedevski","







  
  
    The Adidas slippers I purchased on Amazon have been a delightful addition to my daily routine. Though a bit pricey, they prove to be worth every penny. The perfect fit for my size adds to the overall comfort. I find myself using them daily around the house or for quick local outings, and they've been a game-changer. What's particularly impressive is how they resist getting dirty easily, maintaining their sleek appearance. Despite the initial cost, the durability, comfort, and style make these Adidas slippers a valuable investment that I'm happy to have made.
  
","Reviewed in the United Kingdom on 20 December 2023","4.1 out of 5 stars"
"85","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Hilary","







  
  
    These Adidas slippers would have been perfect if they had of fitted correctly! They are a lot smaller than they should be! I had ordered a size 10 for my son but they were more like a size 8/9! But other than that they are fine. These are obviously NOT the Brand make of Adidas! So if ordering bear this in mind, and order up in size. They are good value for money if you are looking for a budget slider!
  
","Reviewed in the United Kingdom on 6 February 2024","Previous page"
"86","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Rich","







  
  
    These are lovely to wear. Comfortable and soft soled. The actual slip on is as light as a feather. They are weightless. I'm delighted with them
  
","Reviewed in the United Kingdom on 1 February 2024","Next page"
"87","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Mohammed Hussain","







  
  
    Bought these as a Christmas present for my boyfriend to replace his old ones. They fit him perfectly although appear a lot smaller than his old ones, though appearing quite narrow they still fit his wide feet. They are made of a strong and high quality material which will hopefully last the same time or longer than his old pair which were also Adidas brand and pretty sure he had them for 8+ years. These are definitely great as easy to put on slides in the house and quick trips outside as well. They are fully rubber so also fully waterproof.
  
","Reviewed in the United Kingdom on 10 January 2024","Previous page"
"88","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Smarty","







  
  
    I like the colour I like the design and a comfort but they do come up very narrow. I usually wear size 8 couldn't even get into those. if you plan it to wear them like a flip-flop ie no socks, then one size up will do but if you're planning to wear socks with it as seems to be the fashion at the moment you probably need to go up another size. Beat on mind this is the aqua version.That said even a size up the left is very tight the right is fine. Usually it is the other way around for me. And I checked and has size 9 embossed.
  
","Reviewed in the United Kingdom on 1 November 2023","4.2 out of 5 stars"
"89","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","LEO ","







  
    Son cómodas a pesar de que no son suaves, no pesan y no se resbalan.
  
  
","Reviewed in Mexico on 30 December 2023","4.2 out of 5 stars"
"90","Slides","        adidas Unisex's Adilette Aqua Slide Sandal       ","Maddie","







  
    Muy buenas sandalias de material duro y cómodas solo qué hay que pedir un número más, vienen reducidas.
  
  
","Reviewed in Mexico on 9 July 2023","4.2 out of 5 stars"
"91","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Under Armour Men's Locker Iv Slide Walking Shoe","







  
  
    Very comfortable, look good, great price. I'm a size 8. Bought a size 8 and they fit perfectly.
  
","Reviewed in the United Kingdom on 19 September 2023","4.4 out of 5 stars"
"92","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Amazon Customer","







  
  
    I bought these for both of my sons who have reported they are the comfiest sliders they've had. Made well and good sizes.
  
","Reviewed in the United Kingdom on 10 September 2023","Previous page"
"93","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Amazon Customer","







  
  
    Comfortable
  
","Reviewed in the United Kingdom on 14 November 2023","Next page"
"94","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","dave t","







  
  
    Nice Slides and of high quality, but i would suggest getting a half or full size bigger as mine were a very tight fit. I solved this problem by warming them up so they would stretch to my foot size.
  
","Reviewed in the United Kingdom on 29 September 2023","4.4 out of 5 stars"
"95","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Lindsey Dee","







  
  
    Amazing fit would buy again and recommend to friends and family
  
","Reviewed in the United Kingdom on 12 February 2024","Previous page"
"96","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Obrius ","







  
  
    While a good price, they are not comfortable. Hard plastic under foot. Will just buy in store next time so we can feel them
  
","Reviewed in the United Kingdom on 11 July 2023","4.2 out of 5 stars"
"97","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","ChrisCx","







  
  
    I only wanted a cheap pair of sliders due to a foot injury, and the fact, I am not a slider wearing person. So looking on Amazon I clicked on low priced items only to find that once you put in your shoe size and colour, the price goes up to stupid prices. So I was more than happy when I found these ones for just over £10. They fit nicely are comfortable to wear and with vent holes, allow air to circulate.  I am happy with this purchase. EVC
  
","Reviewed in the United Kingdom on 18 September 2023","4.4 out of 5 stars"
"98","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","nana fee","







  
  
    Slightly undersized -I bought a UK 8 (which is my shoe size) but they are a little small by half a size
  
","Reviewed in the United Kingdom on 8 August 2023","4.1 out of 5 stars"
"99","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","DW","







  
    Muy cómodas y de buena calidad. Ideales para piscina o ducha por los agujeros de evacuación de agua que tiene en la suela. Las compré de oferta con una excelente relación calidad/precio
  
  
","Reviewed in Spain on 18 February 2024","4.3 out of 5 stars"
"100","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","EVC","







  
    Talla pequeña
  
  
","Reviewed in Spain on 18 November 2023","4.5 out of 5 stars"
"101","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Under Armour Men's Locker Iv Slide Walking Shoe","







  
  
    Very comfortable, look good, great price. I'm a size 8. Bought a size 8 and they fit perfectly.
  
","Reviewed in the United Kingdom on 19 September 2023","4.4 out of 5 stars"
"102","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Amazon Customer","







  
  
    I bought these for both of my sons who have reported they are the comfiest sliders they've had. Made well and good sizes.
  
","Reviewed in the United Kingdom on 10 September 2023","Previous page"
"103","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Amazon Customer","







  
  
    Comfortable
  
","Reviewed in the United Kingdom on 14 November 2023","Next page"
"104","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","dave t","







  
  
    Nice Slides and of high quality, but i would suggest getting a half or full size bigger as mine were a very tight fit. I solved this problem by warming them up so they would stretch to my foot size.
  
","Reviewed in the United Kingdom on 29 September 2023","4.4 out of 5 stars"
"105","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Lindsey Dee","







  
  
    Amazing fit would buy again and recommend to friends and family
  
","Reviewed in the United Kingdom on 12 February 2024","Previous page"
"106","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Obrius ","







  
  
    While a good price, they are not comfortable. Hard plastic under foot. Will just buy in store next time so we can feel them
  
","Reviewed in the United Kingdom on 11 July 2023","4.2 out of 5 stars"
"107","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","ChrisCx","







  
  
    I only wanted a cheap pair of sliders due to a foot injury, and the fact, I am not a slider wearing person. So looking on Amazon I clicked on low priced items only to find that once you put in your shoe size and colour, the price goes up to stupid prices. So I was more than happy when I found these ones for just over £10. They fit nicely are comfortable to wear and with vent holes, allow air to circulate.  I am happy with this purchase. EVC
  
","Reviewed in the United Kingdom on 18 September 2023","4.4 out of 5 stars"
"108","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","nana fee","







  
  
    Slightly undersized -I bought a UK 8 (which is my shoe size) but they are a little small by half a size
  
","Reviewed in the United Kingdom on 8 August 2023","4.1 out of 5 stars"
"109","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","DW","







  
    Muy cómodas y de buena calidad. Ideales para piscina o ducha por los agujeros de evacuación de agua que tiene en la suela. Las compré de oferta con una excelente relación calidad/precio
  
  
","Reviewed in Spain on 18 February 2024","4.3 out of 5 stars"
"110","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","EVC","







  
    Talla pequeña
  
  
","Reviewed in Spain on 18 November 2023","4.5 out of 5 stars"
"111","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Under Armour Men's Locker Iv Slide Walking Shoe","







  
  
    Very comfortable, look good, great price. I'm a size 8. Bought a size 8 and they fit perfectly.
  
","Reviewed in the United Kingdom on 19 September 2023","4.4 out of 5 stars"
"112","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Amazon Customer","







  
  
    I bought these for both of my sons who have reported they are the comfiest sliders they've had. Made well and good sizes.
  
","Reviewed in the United Kingdom on 10 September 2023","Previous page"
"113","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Amazon Customer","







  
  
    Comfortable
  
","Reviewed in the United Kingdom on 14 November 2023","Next page"
"114","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","dave t","







  
  
    Nice Slides and of high quality, but i would suggest getting a half or full size bigger as mine were a very tight fit. I solved this problem by warming them up so they would stretch to my foot size.
  
","Reviewed in the United Kingdom on 29 September 2023","4.4 out of 5 stars"
"115","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Lindsey Dee","







  
  
    Amazing fit would buy again and recommend to friends and family
  
","Reviewed in the United Kingdom on 12 February 2024","Previous page"
"116","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","Obrius ","







  
  
    While a good price, they are not comfortable. Hard plastic under foot. Will just buy in store next time so we can feel them
  
","Reviewed in the United Kingdom on 11 July 2023","4.2 out of 5 stars"
"117","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","ChrisCx","







  
  
    I only wanted a cheap pair of sliders due to a foot injury, and the fact, I am not a slider wearing person. So looking on Amazon I clicked on low priced items only to find that once you put in your shoe size and colour, the price goes up to stupid prices. So I was more than happy when I found these ones for just over £10. They fit nicely are comfortable to wear and with vent holes, allow air to circulate.  I am happy with this purchase. EVC
  
","Reviewed in the United Kingdom on 18 September 2023","4.4 out of 5 stars"
"118","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","nana fee","







  
  
    Slightly undersized -I bought a UK 8 (which is my shoe size) but they are a little small by half a size
  
","Reviewed in the United Kingdom on 8 August 2023","4.1 out of 5 stars"
"119","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","DW","







  
    Muy cómodas y de buena calidad. Ideales para piscina o ducha por los agujeros de evacuación de agua que tiene en la suela. Las compré de oferta con una excelente relación calidad/precio
  
  
","Reviewed in Spain on 18 February 2024","4.3 out of 5 stars"
"120","Slides","        Under Armour Mens Locker Slides Pool Shoes       ","EVC","







  
    Talla pequeña
  
  
","Reviewed in Spain on 18 November 2023","4.5 out of 5 stars"
"121","Slides","        Crocs Unisex's Classic Slide       ","Amazon Customer","







  
  
    Very comfortable & roomy, perfect for wide feet. Easily wiped over & good quality.Good price & choice of coloursTrue to size
  
","Reviewed in the United Kingdom on 19 January 2024","4.5 out of 5 stars"
"122","Slides","        Crocs Unisex's Classic Slide       ","Amazon Customer","







  
  
    I have to say the sizing on Crocs are very well out , i am a size UK 8 in everyday shoes / trainers ( Mens ) so EU size would be 42 though if you order a UK 8 you then receive EU 42 - 43 which will be UK size 8 to 9 so a size up . then you again have the problem because if you order UK 7 they are EU 41 - 42 thus making them a UK 7 to 8 very confusing ..If you are a half size you maybe ok but i ordered the UK 7 but being a UK 8 they were slightly tight as in the EU sizing they would be EU 41 - 42 aka UK 7 to 8 but if you upsize they could be lose as the sizes go up an extra size ..I personally would recommend purchasing two pairs one being your regular size and one size down as these are in-between sizes if that makes sense , never buy a size larger as they would be two sizes to large and way to big ... Though order your everyday shoe size and you should be fine but people saying order a size up must have blisters from the room and rubbing on the top of their footThey are good sliders and the bonus you can jazz them up , also they are comfy ... People do not like crocs clogs so if you want crocs without the hate for the clog's then these are the ones ... I will say i had these on a good offer and would purchase again ..I hope the above sizing helps as these are two sizes rather than one , i go off EU sizing but measure your feet is also easy ... Place your foot on an a4 piece of paper and place your heel tightly against the wall or skirting board and mark where your largest toe ends and compare the size chart , hope this helps :)*EDITAs so comfy i have the White , Navy and Black and soon the Blue ... I find these are better than the dreaded clogs and are better than more expensive brands ...Sizing is the flaw but hope above helped
  
","Reviewed in the United Kingdom on 3 April 2023","Previous page"
"123","Slides","        Crocs Unisex's Classic Slide       ","carole clarke","







  
  
    I gave these a 4 star as they are really nice & the comfiest pair of sliders I own.However, i purchased a black pair.  The pic on Amazon showed a white croc logo on the front. Mine have not got that ?They did come in a crocs plastic bag & tags though? I can't imagine Amazon selling fake crocs ? Having never owned a pair of crocs I'm not sure if they all have the logo on the front ?
  
","Reviewed in the United Kingdom on 29 November 2023","Next page"
"124","Slides","        Crocs Unisex's Classic Slide       ","Daz007","







  
  
    I wanted to buy a new pair of pool / spa sliders for my upcoming holiday but can't abide wearing flip-flops because of the toe-posts. As I already own a few pairs of Crocs (different models such as Cleo etc), I knew I would probably be happy with their basic (classic) sliders. I also knew from previous ordering experiences that, usually taking a size 5 in barefoot shoes, I would need to order Crocs' (US) size m5/w7.Having received the sliders a couple of days ago, I find my sizing choice perfect, the width of the sliders ideal for medium-width feet, and find them very comfortable and lightweight to wear. Happy holidays.
  
","Reviewed in the United Kingdom on 20 February 2024","Previous page"
"125","Slides","        Crocs Unisex's Classic Slide       ","SC","







  
  
    Really comfortable and well made. Nice colour…… unbelievable great price!!
  
","Reviewed in the United Kingdom on 18 February 2024","Next page"
"126","Slides","        Crocs Unisex's Classic Slide       ","H. O'Sullivan","







  
  
    Hey there, slipper seekers! If you're on the hunt for the comfiest indoor summer slippers, I've got just the thing for you - the Crocs Unisex Classic Slide Sandals. Trust me, I've tried countless other types, and none come close to these gems!Summers can get pretty steamy, and the last thing I want is my feet suffocating in hot slippers. But fear not, these Crocs Slide Sandals are like a breath of fresh air for your feet. They keep things cool and oh-so-comfortable, even on those sizzling days.What I love most about these slides is their solid build. You know how some flimsy slippers feel like you're walking on clouds? Well, these Crocs are more like walking on steady ground. They offer the support my feet need while still feeling like a comfy hug.They're just perfect for indoor lounging. Whether I'm strolling around the house, chilling in front of the TV, or just being lazy, these slides have got my back - or rather, my feet - covered. Plus, they're super easy to slide on and off, making life a breeze.The classic Crocs design is timeless and effortlessly cool. They go with whatever I'm wearing at home, and that's a win in my book.So, there you have it - my humble review of the Crocs Unisex Classic Slide Sandals. No need for a red carpet, just happy feet! If you're tired of disappointing slippers that feel like wet noodles, give these a shot. Your feet will thank you for the love and care! I highly recommend them to all my slipper-loving friends out there.
  
","Reviewed in the United Kingdom on 4 August 2023","Previous page"
"127","Slides","        Crocs Unisex's Classic Slide       ","Alsike ","







  
  
    The product is good quality reliable and comfortable. Very good for it's price.
  
","Reviewed in the United Kingdom on 2 February 2024","Next page"
"128","Slides","        Crocs Unisex's Classic Slide       ","Madison","







  
  
    Never understood the hoo ha over Crocs. Now I do!!  They are so comfortable. I have a very high instep and bought these for reduced price and because it offered free returns. Fit perfectly, great cushioning, and bon slip on all surfaces. Waterproof and actually look really nice on.  Perfect!!!
  
","Reviewed in the United Kingdom on 23 December 2023","4.5 out of 5 stars"
"129","Slides","        Crocs Unisex's Classic Slide       ","Shmuel","







  
    Muy buen producto y a un buen precio sigan Haci
  
  
","Reviewed in Mexico on 21 February 2024","Previous page"
"130","Slides","        Crocs Unisex's Classic Slide       ","Louise","







  
  
    The slides are great and even better when I can find plain colors in kids sizing for myself!
  
","Reviewed in Canada on 21 February 2024","4.1 out of 5 stars"
"131","Slides","        Crocs Unisex's Classic Slide       ","Amazon Customer","







  
  
    Very comfortable & roomy, perfect for wide feet. Easily wiped over & good quality.Good price & choice of coloursTrue to size
  
","Reviewed in the United Kingdom on 19 January 2024","4.5 out of 5 stars"
"132","Slides","        Crocs Unisex's Classic Slide       ","Amazon Customer","







  
  
    I have to say the sizing on Crocs are very well out , i am a size UK 8 in everyday shoes / trainers ( Mens ) so EU size would be 42 though if you order a UK 8 you then receive EU 42 - 43 which will be UK size 8 to 9 so a size up . then you again have the problem because if you order UK 7 they are EU 41 - 42 thus making them a UK 7 to 8 very confusing ..If you are a half size you maybe ok but i ordered the UK 7 but being a UK 8 they were slightly tight as in the EU sizing they would be EU 41 - 42 aka UK 7 to 8 but if you upsize they could be lose as the sizes go up an extra size ..I personally would recommend purchasing two pairs one being your regular size and one size down as these are in-between sizes if that makes sense , never buy a size larger as they would be two sizes to large and way to big ... Though order your everyday shoe size and you should be fine but people saying order a size up must have blisters from the room and rubbing on the top of their footThey are good sliders and the bonus you can jazz them up , also they are comfy ... People do not like crocs clogs so if you want crocs without the hate for the clog's then these are the ones ... I will say i had these on a good offer and would purchase again ..I hope the above sizing helps as these are two sizes rather than one , i go off EU sizing but measure your feet is also easy ... Place your foot on an a4 piece of paper and place your heel tightly against the wall or skirting board and mark where your largest toe ends and compare the size chart , hope this helps :)*EDITAs so comfy i have the White , Navy and Black and soon the Blue ... I find these are better than the dreaded clogs and are better than more expensive brands ...Sizing is the flaw but hope above helped
  
","Reviewed in the United Kingdom on 3 April 2023","Previous page"
"133","Slides","        Crocs Unisex's Classic Slide       ","carole clarke","







  
  
    I gave these a 4 star as they are really nice & the comfiest pair of sliders I own.However, i purchased a black pair.  The pic on Amazon showed a white croc logo on the front. Mine have not got that ?They did come in a crocs plastic bag & tags though? I can't imagine Amazon selling fake crocs ? Having never owned a pair of crocs I'm not sure if they all have the logo on the front ?
  
","Reviewed in the United Kingdom on 29 November 2023","Next page"
"134","Slides","        Crocs Unisex's Classic Slide       ","Daz007","







  
  
    I wanted to buy a new pair of pool / spa sliders for my upcoming holiday but can't abide wearing flip-flops because of the toe-posts. As I already own a few pairs of Crocs (different models such as Cleo etc), I knew I would probably be happy with their basic (classic) sliders. I also knew from previous ordering experiences that, usually taking a size 5 in barefoot shoes, I would need to order Crocs' (US) size m5/w7.Having received the sliders a couple of days ago, I find my sizing choice perfect, the width of the sliders ideal for medium-width feet, and find them very comfortable and lightweight to wear. Happy holidays.
  
","Reviewed in the United Kingdom on 20 February 2024","Previous page"
"135","Slides","        Crocs Unisex's Classic Slide       ","SC","







  
  
    Really comfortable and well made. Nice colour…… unbelievable great price!!
  
","Reviewed in the United Kingdom on 18 February 2024","Next page"
"136","Slides","        Crocs Unisex's Classic Slide       ","H. O'Sullivan","







  
  
    Hey there, slipper seekers! If you're on the hunt for the comfiest indoor summer slippers, I've got just the thing for you - the Crocs Unisex Classic Slide Sandals. Trust me, I've tried countless other types, and none come close to these gems!Summers can get pretty steamy, and the last thing I want is my feet suffocating in hot slippers. But fear not, these Crocs Slide Sandals are like a breath of fresh air for your feet. They keep things cool and oh-so-comfortable, even on those sizzling days.What I love most about these slides is their solid build. You know how some flimsy slippers feel like you're walking on clouds? Well, these Crocs are more like walking on steady ground. They offer the support my feet need while still feeling like a comfy hug.They're just perfect for indoor lounging. Whether I'm strolling around the house, chilling in front of the TV, or just being lazy, these slides have got my back - or rather, my feet - covered. Plus, they're super easy to slide on and off, making life a breeze.The classic Crocs design is timeless and effortlessly cool. They go with whatever I'm wearing at home, and that's a win in my book.So, there you have it - my humble review of the Crocs Unisex Classic Slide Sandals. No need for a red carpet, just happy feet! If you're tired of disappointing slippers that feel like wet noodles, give these a shot. Your feet will thank you for the love and care! I highly recommend them to all my slipper-loving friends out there.
  
","Reviewed in the United Kingdom on 4 August 2023","Previous page"
"137","Slides","        Crocs Unisex's Classic Slide       ","Alsike ","







  
  
    The product is good quality reliable and comfortable. Very good for it's price.
  
","Reviewed in the United Kingdom on 2 February 2024","Next page"
"138","Slides","        Crocs Unisex's Classic Slide       ","Madison","







  
  
    Never understood the hoo ha over Crocs. Now I do!!  They are so comfortable. I have a very high instep and bought these for reduced price and because it offered free returns. Fit perfectly, great cushioning, and bon slip on all surfaces. Waterproof and actually look really nice on.  Perfect!!!
  
","Reviewed in the United Kingdom on 23 December 2023","4.5 out of 5 stars"
"139","Slides","        Crocs Unisex's Classic Slide       ","Shmuel","







  
    Muy buen producto y a un buen precio sigan Haci
  
  
","Reviewed in Mexico on 21 February 2024","Previous page"
"140","Slides","        Crocs Unisex's Classic Slide       ","Louise","







  
  
    The slides are great and even better when I can find plain colors in kids sizing for myself!
  
","Reviewed in Canada on 21 February 2024","4.1 out of 5 stars"
"141","Slides","        Crocs Unisex's Classic Slide       ","Amazon Customer","







  
  
    Very comfortable & roomy, perfect for wide feet. Easily wiped over & good quality.Good price & choice of coloursTrue to size
  
","Reviewed in the United Kingdom on 19 January 2024","4.5 out of 5 stars"
"142","Slides","        Crocs Unisex's Classic Slide       ","Amazon Customer","







  
  
    I have to say the sizing on Crocs are very well out , i am a size UK 8 in everyday shoes / trainers ( Mens ) so EU size would be 42 though if you order a UK 8 you then receive EU 42 - 43 which will be UK size 8 to 9 so a size up . then you again have the problem because if you order UK 7 they are EU 41 - 42 thus making them a UK 7 to 8 very confusing ..If you are a half size you maybe ok but i ordered the UK 7 but being a UK 8 they were slightly tight as in the EU sizing they would be EU 41 - 42 aka UK 7 to 8 but if you upsize they could be lose as the sizes go up an extra size ..I personally would recommend purchasing two pairs one being your regular size and one size down as these are in-between sizes if that makes sense , never buy a size larger as they would be two sizes to large and way to big ... Though order your everyday shoe size and you should be fine but people saying order a size up must have blisters from the room and rubbing on the top of their footThey are good sliders and the bonus you can jazz them up , also they are comfy ... People do not like crocs clogs so if you want crocs without the hate for the clog's then these are the ones ... I will say i had these on a good offer and would purchase again ..I hope the above sizing helps as these are two sizes rather than one , i go off EU sizing but measure your feet is also easy ... Place your foot on an a4 piece of paper and place your heel tightly against the wall or skirting board and mark where your largest toe ends and compare the size chart , hope this helps :)*EDITAs so comfy i have the White , Navy and Black and soon the Blue ... I find these are better than the dreaded clogs and are better than more expensive brands ...Sizing is the flaw but hope above helped
  
","Reviewed in the United Kingdom on 3 April 2023","Previous page"
"143","Slides","        Crocs Unisex's Classic Slide       ","carole clarke","







  
  
    I gave these a 4 star as they are really nice & the comfiest pair of sliders I own.However, i purchased a black pair.  The pic on Amazon showed a white croc logo on the front. Mine have not got that ?They did come in a crocs plastic bag & tags though? I can't imagine Amazon selling fake crocs ? Having never owned a pair of crocs I'm not sure if they all have the logo on the front ?
  
","Reviewed in the United Kingdom on 29 November 2023","Next page"
"144","Slides","        Crocs Unisex's Classic Slide       ","Daz007","







  
  
    I wanted to buy a new pair of pool / spa sliders for my upcoming holiday but can't abide wearing flip-flops because of the toe-posts. As I already own a few pairs of Crocs (different models such as Cleo etc), I knew I would probably be happy with their basic (classic) sliders. I also knew from previous ordering experiences that, usually taking a size 5 in barefoot shoes, I would need to order Crocs' (US) size m5/w7.Having received the sliders a couple of days ago, I find my sizing choice perfect, the width of the sliders ideal for medium-width feet, and find them very comfortable and lightweight to wear. Happy holidays.
  
","Reviewed in the United Kingdom on 20 February 2024","Previous page"
"145","Slides","        Crocs Unisex's Classic Slide       ","SC","







  
  
    Really comfortable and well made. Nice colour…… unbelievable great price!!
  
","Reviewed in the United Kingdom on 18 February 2024","Next page"
